Clase,Clave,Tema,Subdivición.,,,,
9140,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Proteínas y Albuminoides.,,,,
9150,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Toxinas,,,,
9155,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Antitoxinas,,,,
9160,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Enzimas. (ver también D 8010-8014.),,,,
9170,Q,Fisiología,"Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Líquidos y Sustancias obtenidas del Cuerpo Animal. (Bilis, suero, etc.) ",,,,
9175,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Extractos de órganos animales. (Ver también R 3480).,,,,
9180,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Otros compuestos nitrogenados.,,,,
9190,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Preparaciones Vegetales y Animales de Composición Indefinida.,,,,
9195,Q,Fisiología,Acción de las sustancias químicas en el cuerpo animal. Farmacología - Sustancias químicas individuales y Agentes de reparación - Anestésicos.,,,,
QS,W,Medicina,Anatomía. Teratología,,,,
QS 22,W,Medicina,Directorios (Tabla G),,,,
QSA,W,Medicina,Histología,,,,
QSB,W,Medicina,Embriología,,,,
QT,W,Medicina,Fisiología,,,,
QT 22,W,Medicina, Directorios (Tabla G),,,,
QTA,W,Medicina,Higiene(Utilice WA para la higiene como concepto de salud pública).,,,,
QTB,W,Medicina,Dieta,,,,
QU,W,Medicina,Bioquímica,,,,
QU 22,W,Medicina,Directorios (Tabla G),,,,
QV,W,Medicina,Farmacología. Farmacia. Materia médica,,,,
QV 22,W,Medicina,Directorios (Tabla G),,,,
QVA,W,Medicina,Farmacopeas (oficiales),,,,
QVB,W,Medicina,Toxicología (Utilizar la WDC para los venenos animales o vegetales),,,,
QW,W,Medicina,Microbiología,,,,
QW 22,W,Medicina,Directorios (Tabla G),,,,
QWA,W,Medicina,Inmunología,,,,
QX,W,Medicina,Parasitología,,,,
QX 22,W,Medicina,Directorios (Tabla G),,,,
QY,W,Medicina,Patología clínica,,,,
[QY 22],W,Medicina,[Directorios. Utilizar QZ 22],,,,
QZ,W,Medicina,Patología,,,,
QZ 22,W,Medicina,Directorios (Tabla G),,,,
QZA,W,Medicina,Neoplasias,,,,
W,W,Medicina,Medicina (General),,,,
W1,W,Medicina,Publicaciones periódicas,,,,
W2,W,Medicina,Documentos,,,,
W3,W,Medicina,Congresos La NLM ya no asigna W3 a las publicaciones recién adquiridas.,,,,
W4,W,Medicina,Disertaciones,,,,
W4 A,W,Medicina,Disertaciones americanas,,,,
W5,W,Medicina,Colecciones de varios autores,,,,
W6,W,Medicina,Volúmenes de folletos,,,,
W 22,W,Medicina,Directorios (Tabla G),,,,
W 26,W,Medicina,Equipos y suministros,,,,
W 600,W,Medicina,Jurisprudencia médica,,,,
WA,W,Medicina,Salud pública,,,,
WA 22,W,Medicina,Directorios (Tabla G),,,,
WAA,W,Medicina,Saneamiento. Abastecimiento de agua,,,,
WAB,W,Medicina,Higiene militar,,,,
WAC,W,Medicina,Trabajos de socorro. Catástrofe,,,,
WB,W,Medicina,Ejercicio de la medicina,,,,
WB 22,W,Medicina,Directorios (Tabla G),,,,
WBA,W,Medicina,Medicina popular. Medicina doméstica,,,,
WBB,W,Medicina,Diagnóstico,,,,
WBC,W,Medicina,Terapéutica (general),,,,
WBD,W,Medicina,Dietética. Dietoterapia,,,,
WBE,W,Medicina,Terapia de estimulación eléctrica. Terapia de campo magnético. Galvanismo,,,,
WBF,W,Medicina,Hidroterapia,,,,
WBG,W,Medicina,Masaje,,,,
WBH,W,Medicina,Climatoterapia. Geografía de la enfermedad. Topografía médica,,,,
WBI,W,Medicina,Balnearios. Balneología,,,,
WBJ,W,Medicina,Sistemas especiales (General),,,,
WBK,W,Medicina,Homeopatía,,,,
WBL,W,Medicina,Medicina osteopática,,,,
WBM,W,Medicina,Medicina militar,,,,
WBN,W,Medicina,Medicina naval,,,,
WC,W,Medicina,Enfermedades transmisibles (General),,,,
WC 22,W,Medicina,Directorios (Tabla G),,,,
WCA,W,Medicina,Enfermedades de transmisión sexual,,,,
WCB,W,Medicina,Cólera,,,,
WCC,W,Medicina,Difteria,,,,
WCD,W,Medicina,Gripe,,,,
WCE,W,Medicina,Lepra,,,,
WCF,W,Medicina,Paludismo,,,,
WCG,W,Medicina,Peste,,,,
WCH,W,Medicina,Viruela,,,,
WCI,W,Medicina,Fiebre tifoidea,,,,
WCJ,W,Medicina,Fiebre tifoidea,,,,
WCK,W,Medicina,Fiebre amarilla,,,,
WDA,W,Medicina,Enfermedades carenciales. Enfermedades metabólicas (incluida la obesidad y los trastornos del equilibrio ácido),,,,
WDB,W,Medicina,Hipersensibilidad,,,,
WDC,W,Medicina,fiebre,,,,
WDD,W,Medicina,Mareos. Barotrauma. Insolación. Hipotermia,,,,
WE,W,Medicina,Sistema musculoesquelético. Ortopedia,,,,
WE 22,W,Medicina,Directorios (Tabla G),,,,
WEA,W,Medicina,Fracturas. Dislocaciones. Esguinces,,,,
WF,W,Medicina,Sistema respiratorio,,,,
WF 22,W,Medicina,Directorios (Tabla G),,,,
WFA,W,Medicina,Tuberculosis,,,,
WG,W,Medicina,Sistema cardiovascular,,,,
WG 22,W,Medicina,Directorios (Tabla G),,,,
WH,W,Medicina,Sistema hemático y linfático,,,,
WH 22,W,Medicina,Directorios (Tabla G),,,,
WI,W,Medicina,Aparato digestivo,,,,
WI 22,W,Medicina,Directorios (Tabla G),,,,
WIA,W,Medicina,Estómago,,,,
WIB,W,Medicina,Ano y recto,,,,
WIC,W,Medicina,Hígado,,,,
WJ,W,Medicina,Sistema urogenital,,,,
WJ 22,W,Medicina,Directorios (Tabla G),,,,
WJA,W,Medicina,Genitales masculinos,,,,
WK,W,Medicina,Sistema endocrino,,,,
WK 22,W,Medicina,Directorios (Tabla G),,,,
WKA,W,Medicina,Diabetes,,,,
WL,W,Medicina,Sistema nervioso,,,,
WL 22,W,Medicina,Directorios (Tabla G),,,,
WLA,W,Medicina,Epilepsias,,,,
WM,W,Medicina,Psiquiatría. Curación mental. Terapia de hipnosis  (Utilizar BF para los aspectos parapsicológicos de la hipnosis),,,,
WM 22,W,Medicina,Directorios (Tabla G),,,,
WMA,W,Medicina,Trastornos relacionados con las sustancias,,,,
WMB,W,Medicina,Psiquiatría militar,,,,
WN,W,Medicina,Radiología,,,,
WN 22,W,Medicina,Directorios (Tabla G),,,,
WO,W,Medicina,Cirugía,,,,
WO 22,W,Medicina,Directorios (Tabla G),,,,
WOA,W,Medicina,Anestesia,,,,
WOB,W,Medicina,Cirugía militar,,,,
WP,W,Medicina,Ginecología,,,,
WP 22,W,Medicina,Directorios (Tabla G),,,,
WPA,W,Medicina,Mama,,,,
WQ,W,Medicina,Obstetricia Partería,,,,
WQ 22,W,Medicina,Directorios (Tabla G),,,,
WR,W,Medicina,Dermatología,,,,
WR 22,W,Medicina,Directorios (Tabla G),,,,
WS,W,Medicina,Pediatría,,,,
WS 22,W,Medicina,Directorios (Tabla G),,,,
WT,W,Medicina,Geriatría. Enfermedades crónicas. Longevidad,,,,
WT 22,W,Medicina,Directorios (Tabla G),,,,
WU,W,Medicina,Odontología. Cirugía oral,,,,
WU 22,W,Medicina,Directorios (Tabla G),,,,
WUA,W,Medicina,Odontología militar,,,,
WV,W,Medicina,Otorrinolaringología. Nariz,,,,
WV 22,W,Medicina,Directorios (Tabla G),,,,
WVA,W,Medicina,Oído,,,,
WVB,W,Medicina,Garganta. Laringe,,,,
WW,W,Medicina,Oftalmología,,,,
WW 22,W,Medicina,Directorios (Tabla G),,,,
WX,W,Medicina,Hospitales,,,,
WX 2,W,Medicina,Informes seriados de hospitales (Tabla G),,,,
WX 22,W,Medicina,Directorios (Tabla G),,,,
WY,W,Medicina,Enfermería,,,,
WY 22,W,Medicina,Directorios (Tabla G),,,,
WYA,W,Medicina,Enfermería militar,,,,
WZ,W,Medicina,Historia de la medicina Utilice el programa WZ en su totalidad.,,,,
0000,F,Meteorología ,Filosofía,,,,
0010,F,Meteorología ,"Historia, Biografía",,,,
0020,F,Meteorología ,"Publicaciones periódicas, informes de instituciones, sociedades, congresos, etc.",,,,
0030,F,Meteorología ,"Tratados generales, libros de texto, diccionarios, bibliografías, tablas.",,,,
0040,F,Meteorología ,"Discursos, conferencias.",,,,
0050,F,Meteorología ,Pedagogía,,,,
0060,F,Meteorología ,"Instituciones, Museos, Colecciones, etc. Economía.",,,,
0070,F,Meteorología ,Nomenclatura.,,,,
0100,F,Meteorología ,Métodos de Observación y computación - Generalidades.,,,,
0110,F,Meteorología ,Métodos de Observación y computación - Instrucciones para observadores.,,,,
0120,F,Meteorología ,Métodos de Observación y computación - Tablas para las reducciones.,,,,
0130,F,Meteorología ,Métodos de Observación y computación - Cálculo de los resultados medios.,,,,
0140,F,Meteorología ,Métodos de Observación y computación - Análisis y cálculo de la periodicidad.,,,,
0200,F,Meteorología ,Observatorios e Instrumentos - Generalidades,,,,
0210,F,Meteorología ,Observatorios e Instrumentos - Observatorios - Construcción y Equipamiento.,,,,
0220,F,Meteorología ,Observatorios e Instrumentos - Aparato de autograbación,,,,
0230,F,Meteorología ,Observatorios e Instrumentos - Barómetros,,,,
0240,F,Meteorología ,Observatorios e Instrumentos - Aneroides,,,,
0250,F,Meteorología ,Observatorios e Instrumentos - Termómetros véase también C 1210-1250,,,,
0260,F,Meteorología ,Observatorios e Instrumentos - Pantallas,,,,
0270,F,Meteorología ,Observatorios e Instrumentos - Higrómetros ver también C1890,,,,
0280,F,Meteorología ,Observatorios e Instrumentos - Psicómetros - Instrumentos de punto de rocío ,,,,
0290,F,Meteorología ,Observatorios e Instrumentos - Evaporadores,,,,
0300,F,Meteorología ,Observatorios e Instrumentos - Pluviómetros,,,,
0310,F,Meteorología ,Observatorios e Instrumentos - Anemómetros,,,,
0320,F,Meteorología ,Observatorios e Instrumentos - Actinómetros,,,,
0330,F,Meteorología ,Observatorios e Instrumentos - Registradores de sol,,,,
0340,F,Meteorología ,Observatorios e Instrumentos - Nefelescopios - Instrumentos de medición de nube,,,,
0350,F,Meteorología ,Observatorios e Instrumentos - Electrometros y otros aparatos eléctricos ,,,,
0360,F,Meteorología ,Observatorios e Instrumentos - Cometas ,,,,
0370,F,Meteorología ,Observatorios e Instrumentos - Balones ,,,,
0380,F,Meteorología ,Observatorios e Instrumentos - Aparatos fotográficos,,,,
0390,F,Meteorología ,Observatorios e Instrumentos - Diversos No especificados,,,,
0400,F,Meteorología ,Física de la atmósfera - Generalidades.,,,,
0410,F,Meteorología ,Física de la atmósfera - Generalidades - Componentes gaseosos,,,,
0420,F,Meteorología ,Física de la atmósfera - Generalidades - Impurezas y polvo,,,,
0430,F,Meteorología ,Física de la atmósfera - Generalidades - Extensión,,,,
0440,F,Meteorología ,Física de la atmósfera - Generalidades - Teorías dinámicas y termodinámicas,,,,
0450,F,Meteorología ,Física de la atmósfera - Relaciones Cósmicas - Generalidades,,,,
0460,F,Meteorología ,Física de la atmósfera - Relaciones Cósmicas - Influencias solares  véase también E 4110,,,,
0470,F,Meteorología ,Física de la atmósfera - Relaciones Cósmicas -Relación con el período de las manchas solares,,,,
0480,F,Meteorología ,Física de la atmósfera - Relaciones Cósmicas - Influencias lunares. Ver también E4880,,,,
0490,F,Meteorología ,Física de la atmósfera - Relaciones Cósmicas - Influencias planetarias.,,,,
0500,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Generalidades.",,,,
0510,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Coloración del cielo. Ver también C3230",,,,
0520,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Polarización (Ver C3250). Reflexión. Refracción Espejismo.",,,,
0530,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Banda de Lluvia",,,,
0540,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Halos. Coronas. Parhelia Véase también C 3220",,,,
0550,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Arco Iris Solar Ver también C 3220",,,,
0560,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Arco Iris Lunar Ver también C 3220",,,,
0570,F,Meteorología ,"Física de la atmósfera - Fenómenos Ópticos Para las teorías Ver C3200-3260, 3640 - Arco iris Ver también C 3220",,,,
0700,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Generalidades.,,,,
0710,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Distribución en la superficie de la Tierra - Isobares ,,,,
0720,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 -Distribución vertical ,,,,
0730,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Cálculos de altitud por observación barométrica,,,,
0740,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Cálculos de altitud por observación termométrica,,,,
0750,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Variaciones y oscilaciones - Periódico ,,,,
0760,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Variaciones y oscilaciones - No periódicas ,,,,
0770,F,Meteorología ,Física de la atmósfera - Presión atmosférica Veáse tambíen J 61 - Ondas debidas a perturbaciones volcánicas o de otro tipo,,,,
0800,F,Meteorología ,Temperatura y radiación - Temperatura Atmosférica. Veáse también J62 - Generalidades.,,,,
0810,F,Meteorología ,Temperatura y radiación - Temperatura Atmosférica. Veáse también J62 -  Distribución en la superficie de la Tierra - Isotermas ,,,,
0820,F,Meteorología ,Temperatura y radiación - Temperatura Atmosférica. Veáse también J62 - Distribución vertical ,,,,
0830,F,Meteorología ,Temperatura y radiación - Temperatura Atmosférica. Veáse también J62 - variaciones periódicas,,,,
0840,F,Meteorología ,Temperatura y radiación - Temperatura Atmosférica. Veáse también J62 - Variaciones no Periódicas.,,,,
0850,F,Meteorología ,Temperatura y radiación - Temperatura Terrestre - Superficie.,,,,
0860,F,Meteorología ,Temperatura y radiación - Temperatura Terrestre - Variación Vertical,,,,
0870,F,Meteorología ,Temperatura y radiación - Temperatura Terrestre - Suelo congelado,,,,
0880,F,Meteorología ,Temperatura y radiación -  Temperatura del mar veáse también J44 - Superficie,,,,
0890,F,Meteorología ,Temperatura y radiación -  Temperatura del mar - Variacion Vertical,,,,
0900,F,Meteorología ,Temperatura y radiación -  Temperatura del mar - Mar congelado,,,,
0910,F,Meteorología ,Temperatura y radiación - Temperatura de ríos y Lagos,,,,
0920,F,Meteorología ,Temperatura y radiación - Temperatura de ríos y Lagos - Temperatura de los muelles,,,,
0930,F,Meteorología ,Temperatura y radiación - Radiacion Solar. Veáse también E4200,,,,
0940,F,Meteorología ,Temperatura y radiación - Radiacion Solar - Cambio Secular,,,,
0950,F,Meteorología ,Temperatura y radiación - Radiacion Solar - sol,,,,
0960,F,Meteorología ,Temperatura y radiación - Radiacion Solar - Absorción atmosférica del calor solar.,,,,
0970,F,Meteorología ,Temperatura y radiación - Radiación terrestre. Ver también C 4210.,,,,
1000,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Generalidades.,,,,
1010,F,Meteorología ,"Vapor de Agua y Lluvia - Vapor Ver También J63 - 
Tensión de vapor.",,,,
1020,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Humedad. Véase también C 1890. ,,,,
1030,F,Meteorología ,"Vapor de Agua y Lluvia - Vapor Ver También J63 - Distribución de vapor, vertical. ",,,,
1040,F,Meteorología ,"Vapor de Agua y Lluvia - Vapor Ver También J63 - Variación del vapor, periódica. ",,,,
1050,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Evaporación. Véase también C 1840. ,,,,
1060,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Formación de rocío. ,,,,
1070,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Formación y distribución de la niebla. ,,,,
1080,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Formación de nubes. ,,,,
1090,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Variedades de forma de las nubes.,,,,
1100,F,Meteorología ,Vapor de Agua y Lluvia - Vapor Ver También J63 - Altitudes de las nubes.,,,,
1150,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Generalidades.,,,,
1160,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Composición del agua de lluvia. ,,,,
1170,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Condensación-Causas eficaces. ,,,,
1180,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Distribución-Geográfica. ,,,,
1190,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Variación debida a la altura de la superficie. ,,,,
1200,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Periodicidad. ,,,,
1210,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Caídas excesivas. ,,,,
1220,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Sequía. ,,,,
1230,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Lluvia sin nubes,,,,
1240,F,Meteorología ,Vapor de Agua y Lluvia - Lluvia - Chubascos de Materias Diversas.,,,,
1260,F,Meteorología ,"Vapor de Agua y Lluvia - Granizo, nieve y escarcha. - Granizo. ",,,,
1270,F,Meteorología ,"Vapor de Agua y Lluvia - Granizo, nieve y escarcha. - Nieve. ",,,,
1280,F,Meteorología ,"Vapor de Agua y Lluvia - Granizo, nieve y escarcha. - Granizo-Escarcha.",,,,
1300,F,Meteorología ,Viento. Ver también J 64. - Viento. - Generalidades,,,,
1310,F,Meteorología ,Viento. Ver también J 64. - Viento. - Circulación de la Atmósfera. ,,,,
1320,F,Meteorología ,Viento. Ver también J 64. - Viento. - Relación del viento con los gradientes de presión atmosféricos.,,,,
1330,F,Meteorología ,Viento. Ver también J 64. - Viento. - Velocidad en la superficie de la Tierra. ,,,,
1340,F,Meteorología ,Viento. Ver también J 64. - Viento. - Velocidad--Variación con la altura sobre la superficie. ,,,,
1350,F,Meteorología ,Viento. Ver también J 64. - Viento. - Corrientes superiores. ,,,,
1360,F,Meteorología ,Viento. Ver también J 64. - Viento. - Presión ejercida por el viento. Ver también B 2880. ,,,,
1400,F,Meteorología ,Viento. Ver también J 64. - Vientos constantes y locales. ,,,,
1410,F,Meteorología ,Viento. Ver también J 64. - Vientos constantes y locales. - Vientos Alisios. ,,,,
1420,F,Meteorología ,Viento. Ver también J 64. - Vientos constantes y locales. - Regiones de calma.,,,,
1450,F,Meteorología ,Viento. Ver también J 64. - Vientos Periódicos. - Generalidades.,,,,
1460,F,Meteorología ,Viento. Ver también J 64. - Vientos Periódicos. - Monzones. ,,,,
1470,F,Meteorología ,Viento. Ver también J 64. - Vientos Periódicos. - Brisas terrestres y marítimas. ,,,,
1480,F,Meteorología ,Viento. Ver también J 64. - Vientos Periódicos. - Vientos de montaña y de valle. ,,,,
1500,F,Meteorología ,Viento. Ver también J 64. - Tormentas. - Generalidades. ,,,,
1510,F,Meteorología ,Viento. Ver también J 64. - Tormentas. - Tormentas de polvo. ,,,,
1520,F,Meteorología ,Viento. Ver también J 64. - Tormentas. - Tormentas de agua. ,,,,
1550,F,Meteorología ,Viento. Ver también J 64. - Ciclones y Anticiclones - Generalidades. ,,,,
1560,F,Meteorología ,Viento. Ver también J 64. - Ciclones y Anticiclones - Tormentas ciclónicas-Su ley: ,,,,
1570,F,Meteorología ,Viento. Ver también J 64. - Ciclones y Anticiclones - Tormentas Ciclónicas-Distribución Geográfica.,,,,
1580,F,Meteorología ,"Viento. Ver también J 64. - Ciclones y Anticiclones - Torbellinos-Tornados, ",,,,
1600,F,Meteorología ,Electricidad Atmosférica. - Generalidades. Ver también U 5270. ,,,,
1610,F,Meteorología ,Electricidad Atmosférica. - Potencial-Variaciones debidas a las condiciones atmosféricas locales. ,,,,
1620,F,Meteorología ,Electricidad Atmosférica. - Variaciones Potenciales-Periódicas. ,,,,
1630,F,Meteorología ,Electricidad Atmosférica. - Rayos y otras descargas. ,,,,
1640,F,Meteorología ,Electricidad Atmosférica. - Tormentas eléctricas. ,,,,
1650,F,Meteorología ,"Electricidad Atmosférica. - Aurora. Véase también E 5400, 6960.",,,,
1660,F,Meteorología ,Electricidad Atmosférica. - Periodicidad de la aurora.,,,,
1700,F,Meteorología ,Climatología y Meteorología. - Generalidades.   ,,,,
1710,F,Meteorología ,Climatología y Meteorología. - Generalidades. - Agrícola. ,,,,
1720,F,Meteorología ,Climatología y Meteorología. - Generalidades. - Fenológico. ,,,,
1730,F,Meteorología ,Climatología y Meteorología. - Generalidades. - Higiénico. ,,,,
1750,F,Meteorología ,Climatología y Meteorología. - Previsión meteorológica. - Generalidades.,,,,
1760,F,Meteorología ,Climatología y Meteorología. - Previsión meteorológica. - Pronósticos meteorológicos.,,,,
1770,F,Meteorología ,Climatología y Meteorología. - Previsión meteorológica. - Cartas sinópticas.,,,,
1800,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Generalidades. ,,,,
1810,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Registros de Valores Medios Horarios. ,,,,
1820,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Registros-Valores medios diarios. ,,,,
1830,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Informes Meteorológicos-Diarios.,,,,
1840,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Informes meteorológicos para periodos más largos. ,,,,
1850,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Registros meteorológicos. ,,,,
1860,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Registros no instrumentales. ,,,,
1870,F,Meteorología ,Climatología y Meteorología. - Registros meteorológicos. - Cartas meteorológicas. Ver también 1770.,,,,
3000,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Generalidades.,,,,
3010,F,Meteorología ,"Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Observatorios magnéticos. Métodos de medición de los Valores y Variaciones de los Elementos Magnéticos. Véase también C 5440, ",,,,
3020,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Estado magnético de la superficie de la Tierra. Encuestas. Isomagnetismo y coeficientes gaussianos. ,,,,
3030,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Cambio Secular,,,,
3040,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Variaciones Magnéticas Diurnas y otras Variaciones Magnéticas Periódicas. ,,,,
3050,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Tormentas magnéticas. ,,,,
3060,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Relaciones entre el Magnetismo Terrestre y los Cuerpos Celestes. ,,,,
3070,F,Meteorología ,"Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Relaciones entre el magnetismo terrestre y la geología, Corrientes terrestres, etc. ",,,,
3080,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Teorías del magnetismo terrestre. ,,,,
3090,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Teoría de la brújula. Magnetismo de los barcos. ,,,,
4100,F,Meteorología ,Magnetismo Terrestre. La Brújula. Corrientes Terrestres. - Corrientes de Barth.,,,,
0000,N,Zoología,Zoología Integral. - Filosofía,,,,
0010,N,Zoología,"Zoología Integral. - Historia, Biografía",,,,
0020,N,Zoología,"Zoología Integral. - Publicaciones periódicas, informes de instituciones, sociedades, congresos, etc.",,,,
0030,N,Zoología,"Zoología Integral. - Tratados generales, libros de texto, diccionarios, bibliografías, tablas.",,,,
0040,N,Zoología,"Zoología Integral. - Discursos, conferencias.",,,,
0050,N,Zoología,Zoología Integral. - Pedagogía,,,,
0060,N,Zoología,"Zoología Integral. - Instituciones, Museos, Colecciones, Económica, (Ver también (las secciones generales de Zoología especial).",,,,
0070,N,Zoología,Zoología Integral. - Nomenclatura.,,,,
0090,N,Zoología,Zoología Integral. - Técnicas,,,,
0207,N,Zoología,"Zoología Integral. - Estructura (o Morfología). [En general; o de más 
de una de las clases de animales].",,,,
0211,N,Zoología,"Zoología Integral. - Fisiología. (Del Reino Animal, o de más de una de sus ramas)",,,,
0215,N,Zoología,"Zoología Integral. - Desarrollo. [El general trabaja en más de una de las 
ramas]. (Ver también L 2000-5900 ; O 1500-1940.) ",,,,
0219,N,Zoología,"Zoología Integral. - Etología. [Obras que traten de una o varias de las 
siguientes subgrupos, y que se refieren a más de una rama del Reino Animal].",,,,
0223,N,Zoología,"Zoología Integral. - Variación y etiología. [Obras que traten de uno o más 
de los siguientes temas y que se refieren a más de una más de una rama del Reino Animal]. (Véase también (L) Biología General, y (Q) Fisiología).",,,,
0227,N,Zoología,Zoología Integral. - Zoología geográfica. Distribución geográfica. [Trabajos relacionados con los principios y modos de distribución].,,,,
0231,N,Zoología,Zoología Integral. - Taxonomía o Clasificación en general.,,,,
0403,N,Zoología,Zoología Especial. - Prorozoa. - Obras integrales y generales.,,,,
0407,N,Zoología,Zoología Especial. - Prorozoa. - Estructura,,,,
0411,N,Zoología,Zoología Especial. - Prorozoa. - Fisiología,,,,
0415,N,Zoología,Zoología Especial. - Prorozoa. - Desarrollo,,,,
0419,N,Zoología,Zoología Especial. - Prorozoa. - Etología,,,,
0423,N,Zoología,Zoología Especial. - Prorozoa. - Etiología ,,,,
0427,N,Zoología,Zoología Especial. - Prorozoa. - Geografía,,,,
0431,N,Zoología,Zoología Especial. - Prorozoa. - Taxonomía y sistemática. Myoetozoa ; Rhizopoda ; Sprozoa ; Mastigophora Infusorios.,,,,
0603,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Obras integrales y generales.,,,,
0607,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Estructura,,,,
0611,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Fisiología,,,,
0615,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Desarrollo,,,,
0619,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Etología,,,,
0623,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Etiología ,,,,
0627,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Geografía,,,,
0631,N,Zoología,Zoología Especial. -  Porifera (or Spongida). - Taxonomía y sistemática.,,,,
0803,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Obras integrales y generales.,,,,
0807,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Estructura,,,,
0811,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Fisiología,,,,
0815,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Desarrollo,,,,
0819,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Etología,,,,
